,meanRR,minRR,maxRR,sdRR,modeRR,nBB,meanBB,SDSDb,CVNNb,SDNNb,RMSSDb,medianBB,q20BB,q80BB,minBB,maxBB,meanTT,SDTT,medianTT,q20TT,q80TT,minTT,maxTT,meanBA,SDBA,medianBA,q20BA,q80BA,minBA,maxBA,meanBW,SDBW,medianBW,q20BW,q80BW,minBW,maxBW,max_rsp,min_rsp,mean_rsp,sd_rsp,ku_rsp,sk_rsp,median_rsp,q1_rsp,q3_rsp,q05_rsp,q95_rsp,totalpower_rsp,LF_rsp,HF_rsp,VLF_rsp,VHF_rsp,LF/HF_rsp,rLF_rsp,rHF_rsp,peakLF_rsp,peakHF_rsp,SD1_rrv,SD2_rrv,SD1SD2_rrv,apEn_rrv
p9i3_Video2,17.54394500537143,14.312977099236642,19.64636542239686,1.273319188182911,5.333388323160216,16.779661016949152,3439.212121212121,338.71871972737205,266.0484983784721,0.0773573972764162,339.1999778891502,3410.0,3227.6000000000004,3619.6,3054.0,4192.0,1774.78125,292.3784720160455,1699.5,1636.0,1801.4,1580.0,3231.0,2.11295650438357,0.24623388037894703,2.090576330080676,1.9267475727973349,2.291501701093623,1.7180101619316512,3.0767027729695458,30102.880597014926,16763.97567949673,30263.0,13142.000000000002,47191.600000000006,485.0,58119.0,2.030894450599414,-1.6230410813447498,-2.6976537764451262e-17,0.7678859951942506,-1.1267746830401062,0.06225573724074659,-0.004558498053591343,-0.6976109285940278,0.6956747281482915,-1.116586737561863,1.1340932595869904,9297.84962736926,6569.404758423742,2728.233798514476,0.0,0.2110704310425331,2.4079332064578867,70.65670189471311,29.34329810528689,0.1171875,0.28125,119.75515181702518,143.25277968234593,0.8359708766739098,0.002675222410763123
ql3b_Baseline,13.59222115653704,7.651109410864575,19.35483870967742,4.146274608800947,11.703729298812846,11.0,4892.727272727273,2518.5311909920833,1605.0971701488465,0.3280577642444688,2542.9000766840995,4296.0,3418.0,6420.0,3100.0,7842.0,2519.1,789.4266843729062,2394.5,1716.6,3439.8,1619.0,3619.0,1.288499776145405,0.2985932096595336,1.2418973165282479,1.0306566889885094,1.5522252387463147,0.8850781224782405,1.8062910764715034,13972.521739130434,8554.976801582477,14694.0,5246.8,22313.800000000003,507.0,28448.0,1.0981196328401115,-1.6336078364509077,-2.3684757858670008e-17,0.49243214433983906,0.9905396282837344,-0.603271416289603,0.027367251934847465,-0.2940143058738332,0.3186881811282527,-0.7696888571707334,0.7782102392324575,254857.26876383746,231973.87777380773,22881.386064096954,0.0,2.004925932760251,10.138104270606078,91.02181147074513,8.978188529254854,0.08823529411764706,0.17647058823529413,890.4352418901669,673.9933234090676,1.3211336239746905,0.09531017980432521
ql3b_Breathing,12.295373327886452,4.654771140418929,19.893899204244033,3.6764465134548066,15.239128063825103,10.666666666666666,5492.625,2945.449850542418,2223.633593777311,0.40483987051315373,2945.450444767429,4875.0,3841.2,6394.0,3016.0,12890.0,2779.6129032258063,1323.4030102638583,2560.0,1961.0,3236.0,1517.0,8676.0,1.727390356148489,0.6907366450012692,1.4976483459052963,1.2827208219653956,2.0805749904508097,1.0548284554502718,3.729208144497494,43979.723076923074,26829.56033844168,44500.0,15695.0,74574.6,6.0,87888.0,2.871684162689623,-4.007343011046852,3.347445777358694e-17,0.7650805150929734,5.4055766590808965,-0.5236720551846117,0.0007208532392173977,-0.2792923721307717,0.2906029273279364,-1.0616523106713187,1.3069014193197306,355691.71297302074,330734.9986444002,24954.346530535993,0.0,2.367798084505037,13.253602863921452,92.98422995542279,7.015770044577205,0.1171875,0.1640625,1041.3737814817232,1184.0774233270738,0.8794811563551516,0.06842367582305897
ql3b_Counting1,12.146011500337197,5.800464037122969,18.41620626151013,4.142961597455478,12.61574222438716,10.0,5623.2,3577.332339420908,2120.910785488159,0.3771715011893867,3580.9985571997463,5259.0,3637.2000000000003,7058.799999999999,3258.0,10344.0,3020.0,880.6450918376697,2893.0,2351.8,3459.4,1808.0,4999.0,1.3337733532897886,0.6006550769664595,1.0963317169763982,0.9938555816690879,1.4191771189977755,0.9540966940696525,3.1458017642002223,16123.42857142857,8819.955477543543,17064.0,8068.0,25189.0,126.0,29209.0,2.4793662781570243,-2.445818325930109,3.031649005909761e-17,0.5539891027377218,6.950783963834196,0.17806705610794685,-0.003738699536824067,-0.27662289838721305,0.2631200706942695,-0.59207593552343,0.7043267820536343,525614.6024173987,434342.22246659384,91269.11421992934,0.0,3.2657308755419345,4.758917911923284,82.63562677409246,17.364373225907535,0.08163265306122448,0.2040816326530612,1264.7779778812298,908.7607624984643,1.3917612094122156,0.10536051565782678
ql3b_Counting2,12.261635690307887,6.684491978609626,16.787912702853944,3.0667009648019237,10.10342072424432,10.0,5291.4,2471.7198890401282,1638.450987976143,0.30964413727485035,2472.091961612,4583.0,4059.2000000000003,6832.4,3574.0,8976.0,2589.5454545454545,788.3799688009657,2279.0,1933.0,3464.0,1545.0,4265.0,1.5213398750597973,0.5090643162297432,1.3907901709732946,1.069830449413318,1.6998438419423954,0.9986656167048409,2.6829562366409903,15008.08695652174,8832.973303692415,15789.0,5442.800000000001,24047.4,193.0,28678.0,1.9864265524955609,-1.8036470413722767,1.5158245029548805e-17,0.5642062085944731,1.7252252926654705,0.4437586443994262,-0.043097303753066925,-0.36619479100246366,0.28808171385980036,-0.7329173816071637,0.9732461330473582,612729.2124677149,496813.38771647465,115907.59728235993,0.0,8.22746888040224,4.286288382858965,81.08313569795878,18.91686430204123,0.08695652173913043,0.17391304347826086,873.8849473669677,840.9115057447049,1.0392115477038952,0.10536051565782678
ql3b_Counting3,9.788860441498056,5.640157924421884,14.641288433382138,2.72611704344965,9.001130508960255,8.0,6660.0,3267.3997900096497,1987.7675920489296,0.2984636024097492,3284.8945188544485,6182.0,5145.6,8007.6,4098.0,10638.0,2916.125,900.3915033889425,2704.5,2271.6,3759.8,1524.0,4414.0,1.5576655711268512,0.4797637008614969,1.4439885364479923,1.2303733166007726,1.8555269760991204,0.9736436731085983,2.4609759677721295,13818.5,8325.735931769368,13867.0,4996.4,21595.800000000003,1040.0,27680.0,1.6766125851157618,-1.3759785884607052,-3.600083194517841e-17,0.5489257297164669,0.6935081636780778,0.22975810940485183,0.016669954908113148,-0.29520727936736835,0.2987939755041329,-0.9669934589396112,0.8712460124437222,129273.39356987488,101376.45853674736,27895.0019841306,0.0,1.9330489969113258,3.6342158568198055,78.42137632565431,21.578623674345675,0.12949640287769784,0.17266187050359713,1155.2002741816623,895.9005046799083,1.2894292035189754,0.1335313926245223
ql3b_Math,9.239623408598732,5.9689614007162755,15.97444089456869,2.976857049820793,10.005479493852416,8.0,7066.25,2274.4246906568237,1875.2648979544197,0.26538332184035657,2445.808542909978,7035.0,5786.0,8563.2,3756.0,10052.0,3184.25,830.4546571005548,3139.0,2766.2,3541.0,1776.0,4883.0,1.414472953629409,0.3822234754112706,1.4531406739474626,0.9970593685442475,1.7435268923213827,0.9417065734268416,2.0083025432276806,15336.666666666666,8690.12779601722,15081.0,6998.0,24478.400000000005,25.0,29217.0,1.2907365329912925,-1.396890230456287,2.2737367544323207e-17,0.5081123187515049,0.17554739444343292,9.14917646103422e-05,-0.013109573118126931,-0.24915714509658943,0.2677589004207002,-0.897630791171842,0.9414413981378817,45615.44816967259,43862.834409034185,1752.5023554468203,0.0,0.11140519158483103,25.02868784895348,96.15808524116514,3.841914758834861,0.08955223880597016,0.17910447761194032,804.1305610307778,742.7984592205399,1.082568967462045,0.1335313926245223
ql3b_Reading,12.629917878359516,7.524454477050414,16.816143497757846,2.7759050861659635,9.291689020707432,11.0,5009.818181818182,1614.6029109350695,1224.3200575445069,0.24438412994464642,1631.0153892590959,4850.0,3730.0,5806.0,3568.0,7974.0,2544.5454545454545,571.3243567896935,2353.0,2032.0,3094.0,1686.0,3648.0,1.5470621569615324,0.4777382890254829,1.3783120500737107,1.1330545479566152,1.984832981988596,1.0447223595819775,2.565865093960207,14026.041666666666,8909.879827468525,12833.5,4963.0,22888.600000000002,409.0,29161.0,1.8144639643627145,-1.4201419130238204,-1.5158245029548805e-17,0.5976216667117027,0.1866675332722325,0.3602455641333529,-0.034312970636082636,-0.37505877139612764,0.3422491438063578,-0.9193642960451234,1.131194032895703,244065.12653222022,237736.6037931889,6328.09983406601,0.0,0.42290496531926425,37.56840284241145,97.40720401597663,2.592795984023372,0.08053691275167786,0.20134228187919465,570.8483336228634,651.0571403494473,0.8768022009811108,0.09531017980432521
ql3b_Relax,12.124574027261836,6.600660066006601,19.907100199071003,3.9142552698868167,13.306440133064402,10.4,5505.923076923077,2784.913815542592,1795.0585574994682,0.3260231812941739,2785.2936936703823,5268.0,3930.0,6898.0,3014.0,9090.0,2883.92,1306.0650495285447,2381.0,1793.2000000000003,3684.6000000000017,1566.0,6685.0,1.5689221242991782,0.6286509046933132,1.2163388040536098,1.058932024981793,2.020443075914164,0.9933446358024451,3.3574696415166754,35057.24528301887,21894.099673764664,33531.0,12426.6,56639.8,94.0,74134.0,2.53827467694087,-3.2104859192361808,-1.8189894035458566e-17,0.6663958772167848,4.979126135491847,-0.6121338753183105,-0.009386372848886647,-0.18448812571825718,0.2162486321544681,-1.199429227506118,1.0708607762345321,405116.42642877036,346145.3075592269,58968.58143785552,0.0,2.537431688006732,5.869995497924851,85.44394970415833,14.556050295841674,0.1171875,0.1640625,984.6157219951343,826.5249247300409,1.1912716634851985,0.032728683981686935
ql3b_Speaking,11.223850902558222,7.279786459597185,15.290519877675841,2.716511060797988,8.010733418078656,10.0,5676.4,2295.7809505350256,1398.4282033769198,0.24635829106069337,2303.321273485071,5546.0,4152.0,6947.2,3924.0,8242.0,2894.8888888888887,643.329265003448,3003.0,2244.8,3498.0,1907.0,3632.0,1.3956373139843878,0.440483532220482,1.2617014304006726,1.1496930715573024,1.474932196561387,0.9065210011498397,2.513359286043821,14870.238095238095,8780.924362366208,14000.0,6241.0,23344.0,817.0,29199.0,1.7679193576552967,-1.8160349954180441,-3.221127068779121e-17,0.5437970428134535,1.300130203384355,-0.08195099251610542,0.05048345832607384,-0.34744058304705483,0.3364362820187973,-0.8893883429691853,0.7602420623502933,315343.9255642163,275952.003159064,39389.43784087303,0.0,2.4845642792791818,7.005736011614725,87.50895609661373,12.491043903386267,0.11764705882352941,0.1568627450980392,811.6811391211071,585.2530106028955,1.386889301577377,0.10536051565782678
ql3b_Stroop,10.96246447496626,4.861448711716092,16.0427807486631,3.8851462459271695,11.18133203694701,8.0,6380.0,4876.952527878826,2727.9127552031423,0.42757253216350194,4877.948573500369,5756.0,4010.3999999999996,7732.0,3740.0,12342.0,3153.6666666666665,1336.046988528306,2789.0,2230.6,3616.8,1800.0,6454.0,1.5017491980928046,0.5657521320079606,1.2411363624579599,1.0979317363767611,1.7671535678403196,0.9828579798737053,2.807289655616181,15290.631578947368,8786.64592741392,13351.0,7468.4,24159.0,845.0,29228.0,2.018003037599231,-2.3054006595163075,7.579122514774402e-18,0.6005694137099605,3.8334658722089205,-0.469507346425869,0.04510278568257529,-0.19430233443559206,0.22013612834905427,-0.8773324114227397,0.9737561846685827,1906735.2512534226,1858552.8540511194,48177.413066233334,0.0,4.9841360698376125,38.577265481150235,97.47329688435327,2.526703115646728,0.09677419354838711,0.19354838709677422,1724.2631019939963,1065.4182756273783,1.6183907686196326,0.1335313926245223
ql3b_Video1,11.452234435498875,2.5380710659898478,19.64636542239686,3.549888765217489,17.10829435640701,9.310344827586206,6143.111111111111,4156.10256378618,3745.15383982429,0.609651001273669,4206.671916775138,5806.0,4229.2,6705.200000000001,3054.0,23640.0,3544.5652173913045,2042.750401362935,3285.0,2195.2,3902.0000000000005,1677.0,11890.0,1.6607947052141725,0.5628609306893816,1.4417084763957364,1.2035530056677524,2.175116612468178,1.0939197361112223,3.4497398004201525,47025.42307692308,22854.63801132493,47482.5,23567.400000000005,69502.20000000001,660.0,84517.0,2.5194887930205048,-2.4353373184590903,2.0907924178688005e-17,0.6255708121867936,3.1994015797518367,-0.490234300783913,0.028446995642051887,-0.20284966320286799,0.2410401271014107,-1.2112326809111185,1.0612051979457076,150016.30313687294,104879.07910422591,45133.75782256575,0.0,3.466210081289305,2.323739129290692,69.91340291458414,30.086597085415868,0.140625,0.1640625,1469.4041530800018,1436.429250302381,1.0229561621435093,0.052573849137940165
ql3b_Video2,13.690904916278084,6.993006993006993,19.49317738791423,3.442387391295312,12.500170394907236,12.203389830508476,4717.833333333333,2099.47619356224,1386.2177458425817,0.2938250777212524,2100.8925225494872,4327.0,3606.8,5938.4000000000015,3078.0,8580.0,2457.8260869565215,825.8139411552867,2186.0,1750.4,3200.0000000000005,1566.0,4604.0,1.4364346951823357,0.4991093334955706,1.3165067670763926,1.0868467079395925,1.680454958998804,0.9158713174181896,3.113306065549161,28429.61224489796,16748.18599719339,26813.0,12698.6,45911.600000000006,464.0,57985.0,2.387966870675439,-2.0423396788098276,3.853791109207323e-17,0.6083019980493318,2.2381869420871867,0.016248401819169447,-0.034108669930651425,-0.3005307123516187,0.3138673537127392,-1.0091120105647289,1.02253526093453,84229.34904346983,63345.438839097165,20882.360496071462,0.0,1.5497083012057211,3.0334424525912267,75.2072823213936,24.792717678606383,0.0703125,0.1640625,742.2769267037902,657.695613372,1.1286025200900192,0.03808851521753365
qw5t_Baseline,13.832507115599446,8.957897879964168,19.169329073482427,3.3015801071312545,10.211431193518258,12.0,4608.666666666667,801.975906977199,1162.1644557558204,0.2521693452384971,815.3205727587379,4455.0,3587.2,5802.4000000000015,3130.0,6698.0,2201.5,501.3587371666453,2049.0,1719.4,2723.2000000000003,1535.0,3027.0,1.1973347937752767,0.4780497915939472,1.1134143931015112,0.7662930961899663,1.5748470801359766,0.6985969191623674,2.287421601936453,13481.576923076924,8010.222291994134,13184.5,6176.0,21068.0,256.0,28938.0,1.7377787678431884,-1.5822274163798098,3.221127068779121e-17,0.4954928161648737,1.7806179612517168,0.29433555073502504,-0.01955435675000701,-0.27019552349770576,0.21534475888071775,-0.8043554535926557,0.9294248711920567,40397.98389704006,33369.78497872354,7028.041610835001,0.0,0.1573074815146569,4.748091549042334,82.60292148327724,17.397078516722754,0.08219178082191782,0.16438356164383564,283.5413010859046,759.9579588197978,0.3731012982958157,0.08701137698962969
qw5t_Breathing,8.484280437880967,5.061582588155897,19.132653061224488,3.9789154768829054,14.071070473068591,7.0,8290.095238095239,3042.764090428306,2740.403409732327,0.33056356182006563,3043.2738621425447,8884.0,4986.0,10670.0,3136.0,11854.0,3662.3333333333335,1247.8630622877745,3455.5,2168.4,4971.0,1798.0,5493.0,1.4435178734767495,0.2723985711252194,1.4116590142142535,1.2721468711412396,1.6671092710830373,0.9339219561037937,2.130502144856819,45389.82978723404,28106.44586576307,44777.0,15852.800000000001,75529.40000000001,329.0,89199.0,1.3899215271175938,-1.2303973369447414,-1.1368683772161604e-17,0.5312028312391425,-0.6305413682512397,-0.13167145573657046,0.003295839420892105,-0.3722997927328692,0.42291171012577256,-0.897275700179061,0.7800569787053263,208338.0571972297,190984.849414969,17350.882831572188,0.0,2.324950688520731,11.00721221328561,91.67167213973673,8.328327860263274,0.0703125,0.1640625,1075.7795609463863,1523.464611912597,0.7061401705917045,0.17335445091751822
qw5t_Counting1,11.104211372998556,5.720823798627002,17.878426698450536,3.947784181627792,12.157602899823534,9.0,6120.888888888889,3296.396735452212,2136.7296113684492,0.34908812268218203,3296.834921557341,6156.0,3856.0,7480.800000000001,3356.0,10488.0,2460.6,575.6871025131621,2497.0,1955.2,2855.0,1627.0,3445.0,1.9877120809599507,0.44390172216910057,2.180874431094189,1.709727455560936,2.2405286150271593,1.1628919113439005,2.5423444379788145,14274.285714285714,8137.073793346558,14595.0,6479.0,21915.0,350.0,27894.0,1.6684744504639994,-1.7720974790119641,1.7053025658242403e-17,0.6767528782383073,-0.02768595773019067,0.3337759552417763,-0.107718646333374,-0.44756072896694776,0.3271036267785511,-1.0467969832786936,1.2805230936287006,776790.4643772136,684760.6779992796,92026.62442667811,0.0,3.1619512558275824,7.440897482280905,88.15291854806676,11.847081451933228,0.12857142857142856,0.17142857142857143,1165.4522425597283,1096.4624900959902,1.0629203033272012,0.11778303565638337
qw5t_Counting2,11.83311570597484,6.270903010033445,18.203883495145632,3.417253953857703,11.932980485112187,10.0,5511.2,2642.7874920990266,1654.7138000270622,0.30024564523643893,2643.264648119821,5541.0,4461.599999999999,6090.0,3296.0,9568.0,2795.777777777778,1287.5067877083452,2568.0,1827.4,3350.8,1570.0,5885.0,1.6825583761519247,0.5203175233852779,1.6634277113812888,1.1112955704287748,2.12116570898812,0.9521061543385305,2.5847218756342363,14772.238095238095,8665.532654223045,15623.0,6281.0,24079.0,966.0,28522.0,1.8186955295673362,-1.1496869571513746,-1.2789769243681803e-17,0.5977783015822259,0.3796224567074269,0.6234028078297384,-0.03145563010546905,-0.39582001861510874,0.25543780178924747,-0.9797743063387285,1.22106963541601,519288.5153114782,485291.93130365654,33993.38435244221,0.0,3.1996553793873304,14.276069904431019,93.45381366898604,6.546186331013956,0.08275862068965519,0.16551724137931037,934.3664784491054,800.0930347137954,1.1678222880459666,0.10536051565782678
qw5t_Counting3,12.499717949079617,5.611672278338945,18.90359168241966,4.561421171605576,13.291919404080714,8.0,5673.5,3532.1077248,2516.0051172443987,0.4434661350567372,3551.763022982892,4889.0,3653.6000000000004,7461.200000000002,3174.0,10692.0,2207.6,562.2642083576012,2024.5,1710.4,2586.8,1608.0,3460.0,1.6540260191260865,0.7681671582770542,1.4098714258557157,1.0673015977215803,1.9743108831952023,0.9182129953791043,3.493140897637103,16389.0,6849.420683532295,16472.0,10866.000000000002,22695.200000000004,3960.0,28055.0,2.758037071755317,-1.7089292860803196,2.2737367544323207e-17,0.6600889974820856,4.004364953573594,1.2268734266707575,-0.020492761969444093,-0.3262574486453048,0.16697874657412343,-0.837629128719471,1.2484432980840974,1860429.883050037,1702848.0471851758,157576.25829865824,0.0,5.577566202853712,10.806501344623408,91.53009032218175,8.46990967781825,0.05309734513274337,0.15929203539823011,1248.788662043734,1314.6765956007614,0.949882781987977,0.1335313926245223
qw5t_Math,10.950464799246934,8.586147681740126,14.947683109118087,1.9091430079467984,6.3615354273779605,10.0,5635.2,1641.6807406804126,909.3255522638743,0.1613652669406364,1641.7048049715474,5514.0,5153.2,6533.2,4014.0,6988.0,2752.5,452.9987306825484,2723.5,2430.0,3027.4,2078.0,3545.0,1.801053074415249,0.6922503430980594,1.769407308038884,1.1398865448081605,2.4927392373778128,0.982605736141727,3.0513121327705512,14691.681818181818,8988.47104192296,14780.0,5572.0,23595.8,387.0,29303.0,2.2525112954062676,-1.4401225261907291,-4.5474735088646414e-17,0.7260669954021685,0.38955456470206373,0.7961399329782131,-0.07270462546132264,-0.5682519333104946,0.31406569738969947,-0.9576072119589597,1.4955707550441661,148538.43601679133,126580.7377540973,21956.130845739477,0.0,1.5674169545475718,5.765165941277851,85.21839658213744,14.781603417862549,0.12244897959183673,0.16326530612244897,580.4217921392368,343.6705643346887,1.6888900370704556,0.10536051565782678
qw5t_Reading,12.389381489645167,6.368074718743366,18.856065367693276,4.312849746324497,12.48799064894991,10.0,5511.6,3381.2301655017163,1999.0939547705104,0.36270664684855763,3381.9778565540937,5295.0,3638.0,7088.8,3182.0,9422.0,2920.9,1000.7518623515023,3061.0,1926.1999999999998,3780.7999999999997,1582.0,4789.0,1.3727348670178303,0.5105080925013832,1.3275313415229832,1.0516305066120244,1.3792438864218666,0.9195411309901147,2.9038022983819203,14345.59090909091,9170.729665919278,13668.0,5256.4,23081.4,117.0,29326.0,2.1897141292709246,-2.9592678977963276,-3.789561257387201e-18,0.6098699527376321,6.999367240482378,-0.9907703778215581,0.02240165461400223,-0.21768643347667033,0.28127364825585255,-0.7527639192460877,0.7255146619754782,374073.9733276561,295939.89559334837,78131.49396956796,0.0,2.5837647397448706,3.7877158180108044,79.11321310596335,20.88678689403664,0.1208053691275168,0.16107382550335572,1195.4453893893879,808.7089848778868,1.4782145515174379,0.10536051565782678
qw5t_Relax,9.692671613210878,5.3466405275351985,17.07455890722823,2.797304023658489,11.727918379693032,8.4,6686.285714285715,2873.827997636602,1822.7308957625498,0.2726073897602309,2876.1200253118786,6534.0,4788.0,7950.0,3514.0,11222.0,2680.222222222222,868.3603678168769,2498.0,1883.4,3309.8,1514.0,4641.0,2.0977416356586556,0.5213784421639327,2.2785818909097553,1.4667013750916573,2.4380982710290087,1.292474134297071,3.004438752147969,35909.78,21313.53586178511,35850.0,14928.600000000002,57471.4,670.0,73036.0,2.110624639626039,-2.324645551299742,2.3116323670061926e-17,0.7758350008583477,0.22376599808325848,0.230909425243795,-0.10047893629032355,-0.4730851261376843,0.43444086245911717,-1.1044529551324156,1.4134449091689198,345438.5708417172,280441.0092318998,64994.36949011684,0.0,3.1921197005640747,4.314850831417699,81.18479649346514,18.815203506534857,0.0703125,0.1640625,1016.0516325462993,821.2536727467342,1.2371958461361288,0.14595615830306308
qw5t_Speaking,10.506477725814662,6.923609508423725,19.41747572815534,4.21146137055443,12.493866219731613,8.0,6473.25,2391.08005652983,1975.5669913976594,0.3051893548677495,2421.899844573028,6765.0,4700.0,8394.8,3090.0,8666.0,2609.0,717.4379922524822,2686.0,1862.0,2905.0,1596.0,4326.0,1.588880150621517,0.43686573623909425,1.3761235230800204,1.235350505445226,1.9272566380135123,1.0792936477852302,2.4349737065510992,14105.761904761905,9063.228211293,13753.0,4729.0,24374.0,442.0,29141.0,1.8140900465166043,-1.1169060069986507,-3.789561257387201e-17,0.5339796875344317,0.7345102009377813,0.7790850292009629,-0.09254847879545286,-0.37444973356180855,0.291381365834691,-0.7853014863003486,1.0397601821559934,62686.81330037678,51570.28167604749,11115.711900373013,0.0,0.8197239562799803,4.639404307907344,82.26763066805051,17.732369331949485,0.1276595744680851,0.1702127659574468,845.374461166078,1014.4324944096998,0.8333471826116957,0.1335313926245223
qw5t_Stroop,12.00633140168469,8.121277747698972,16.251354279523294,3.0111829881835783,8.130076531824322,11.0,5321.818181818182,1291.1592310788008,1305.8114731100295,0.24536942610540355,1309.5669513239864,5880.0,4082.0,6398.0,3692.0,7388.0,2946.3333333333335,567.4416269538216,2835.0,2731.8,3131.2,1928.0,4222.0,1.191703487213501,0.2592256567675022,1.1615788151652127,0.978780052645735,1.4325367694117987,0.7876085088749835,1.6161725204989463,16024.681818181818,8863.829791945382,16185.5,7307.000000000001,24529.4,326.0,29596.0,0.980355704622604,-1.047927467386953,5.021168666038041e-17,0.41891337767630193,-0.40936121850788787,-0.10424795374813861,0.013489776860502893,-0.29883143022189973,0.3045723622310217,-0.6720372471121361,0.6680422450335592,139677.19591192607,119939.30323287965,19736.90896854902,0.0,0.9837104973759871,6.07690411016255,85.86952734651322,14.13047265348676,0.11842105263157895,0.15789473684210528,456.4937239437142,804.8763383278205,0.5671600744185221,0.030716580297483365
qw5t_Video1,13.988306830254919,6.204756980351603,19.960079840319363,3.6903013953638153,13.755322859967759,12.413793103448276,4692.333333333333,2014.4756303579657,1586.7147401680827,0.33815047385836816,2016.53640822929,4074.0,3560.0,6288.0,3006.0,9670.0,2221.7894736842104,718.6588077763048,1938.5,1672.2,2792.0,1505.0,4573.0,1.8410581272947923,0.611698155914444,1.8650243591022404,1.3006499229406263,2.0907734437696397,1.0807879217018197,4.287072763427086,42147.39473684211,24336.49059652417,42837.0,15144.0,64787.0,524.0,85891.0,3.425355908325598,-3.0608439162231287,-2.6134905223360006e-17,0.7523831421074857,2.614071004372015,0.351384040117844,-0.033006338359576795,-0.4634050529223397,0.3858595213329493,-1.089993367714944,1.1841572267953813,164500.24785561097,128281.07599498052,36218.25581530636,0.0,0.9160453240963852,3.541889942164666,77.98273377968732,22.017266220312674,0.09375,0.1640625,712.2246893805811,857.577624022741,0.83050754757297,0.009058353868299562
qw5t_Video2,14.391729191289144,5.063291139240507,19.801980198019802,3.3058941889097193,14.738689058779295,12.711864406779661,4523.28,2108.6543826705115,1720.4758299958764,0.38036023195466045,2111.2257103398492,4054.0,3506.8,5161.6,3030.0,11850.0,2329.9583333333335,671.3213015617451,2094.5,1830.1999999999998,2764.2000000000007,1644.0,3960.0,1.6426629035006675,0.6248043524048744,1.5072156573563116,1.2025281295257246,1.8630234451183254,0.9820203282212394,3.5700795909699887,30029.725490196077,16689.04759800768,31020.0,12520.0,46348.0,582.0,58247.0,2.780529182858143,-2.292415489399747,-5.7806866638109845e-18,0.7214059179035207,2.1506003113523846,0.4663727914396199,-0.015211079972404534,-0.4179865648594445,0.3740819766444833,-1.1003142483266686,1.2103534942019045,454390.51728921366,435379.84013319237,19008.66563140353,0.0,2.0115246177604416,22.9042821087829,95.81664910308024,4.183350896919763,0.0703125,0.1875,745.5219065825258,974.9925569516471,0.7646436901153684,0.009487638709416046
qx2o_Baseline,12.962901233948037,8.012820512820513,19.93355481727575,3.700371067736889,11.920734304455236,11.0,5014.727272727273,2314.697699484751,1392.4498418196151,0.2776720978212495,2333.8526088851454,4912.0,3620.0,6082.0,3010.0,7488.0,2530.909090909091,857.3316378100616,2378.0,1659.0,3160.0,1531.0,4574.0,1.0284731448098734,0.23631951871057152,0.9702415421941697,0.8222211703269993,1.208288266875677,0.693096499152032,1.4614911745820454,14675.25,8890.34226117495,14945.5,5607.400000000001,23571.600000000002,219.0,28827.0,0.9485206900934839,-0.9813089725959381,1.2316074086508403e-17,0.36850393749085647,-0.16199831283096966,0.15457715537863237,-0.0005996053205358379,-0.26877103607930586,0.24446666541657291,-0.5753727250314639,0.6327493072492933,217709.5474780898,96572.67080982588,121133.08323351733,0.0,3.7934347466032263,0.7972443880063343,44.3592642896334,55.6407357103666,0.12676056338028172,0.16901408450704228,818.3692198512844,509.6896114303292,1.6056227191971115,0.09531017980432521
qx2o_Breathing,10.881920579638761,8.820935019112026,15.49586776859504,1.4975207830065647,6.674932749483014,10.333333333333334,5610.387096774193,962.3198844459154,712.5129394374286,0.12699889101183454,962.3548202196527,5654.0,4886.0,6292.0,3872.0,6802.0,2806.1935483870966,379.53761506430334,2773.0,2482.0,3090.0,1812.0,3587.0,2.4201546403854515,0.5572685331299114,2.4326723300738102,1.9144158162487128,2.8821973922553736,1.4942673700819804,3.565114387812806,46118.046875,25846.07554194017,47190.0,19573.200000000004,72206.2,648.0,88882.0,2.433346679297418,-1.9767102688801543,5.179067051762508e-17,0.9430306325773752,-0.6663066987864679,0.20304596418785492,-0.04095413355632006,-0.7162948288848013,0.7027513895864825,-1.4643298494134729,1.6126527426863215,17671.003944265725,16084.92585709989,1585.780411064794,0.0,0.2976761010398907,10.143223957659716,91.02593644532637,8.97406355467362,0.0703125,0.1640625,340.23145798118077,382.21046049409887,0.8901678346043953,0.0045837414410159205
qx2o_Counting1,11.98995420308764,8.534850640113797,17.49271137026239,2.7229247335049886,8.957860730148594,10.0,5263.6,1918.5053853404338,1170.0228373839545,0.22228566710691436,1921.7977694509552,4929.0,4368.400000000001,6665.2,3430.0,7030.0,2726.4,644.3204482243287,2581.5,2191.6,3277.0,1830.0,3959.0,1.4513720615790482,0.43098801656918556,1.4636063740842333,1.06021379980039,1.879887412983381,0.8233070404570605,2.1809167436474874,14754.40909090909,8707.332028808672,13899.0,6008.800000000001,23363.6,773.0,28833.0,1.511898358532128,-1.6027760790367578,-1.8947806286936004e-17,0.5951099603984443,0.13963733352245944,0.16001084237202762,-0.04324085320092248,-0.4032327921190308,0.36737112750579587,-0.8952173604383035,1.1244691014547985,55351.96434829834,19348.607508992183,36000.724349650955,0.0,2.6324896551947248,0.5374505057473872,34.957255777552405,65.0427442224476,0.08633093525179857,0.17266187050359713,678.2940838585655,419.33816166330547,1.6175348343401683,0.10536051565782678
